Battery_Voltage_(Lead-acid)_(V),Motor_Temperature,Motor_RPM,Range_(km),Tyre_Pressure_(psi),Brake_Fluid_(%),Coolant_Level_(%),Lubricant_Level_(%),Maintenance_Needed_(Area)
12.59,84.24,3294,292,36.14,80,63,82,Battery
12.75,79.45,3293,285,35.4,60,61,78,Tyres and Brake System
12.51,81.87,3049,278,36.2,64,72,79,No Maintenance Required
12.72,84.23,3111,276,31.15,60,72,89,Motor and Tyres
12.42,81.79,2888,290,35.4,79,62,89,Tyres and Lubrication
12.69,82.83,2968,272,34.65,68,73,85,Tyres and Lubrication
12.26,78.52,3182,258,32.0,65,62,90,Tyres and Lubrication
12.48,75.97,3192,297,34.78,75,65,84,Tyres and Lubrication
12.89,84.58,2829,297,31.4,60,69,88,Motor and Lubrication
12.9,81.89,3194,283,33.17,78,66,86,No Maintenance Required
12.77,79.82,2965,283,32.49,80,65,86,Tyres and Lubrication
12.39,81.68,2874,288,35.63,65,72,83,Tyres and Brake System
12.24,79.01,3136,260,30.22,64,74,80,Tyres
12.24,80.57,3089,259,30.88,62,67,80,Tyres and Brake System
12.65,76.37,2855,294,33.27,67,67,85,Tyres
12.61,76.95,2892,282,31.23,80,69,79,Motor and Lubrication
12.77,80.66,2927,251,32.26,76,66,89,Motor and Lubrication
12.24,81.85,3030,252,34.69,73,73,88,Motor and Tyres
12.52,78.85,3074,296,33.03,64,64,89,No Maintenance Required
12.13,80.56,2898,261,31.49,73,73,79,Tyres and Lubrication
12.37,82.88,2924,267,30.5,67,71,90,No Maintenance Required
12.39,83.87,3004,259,33.37,64,74,82,No Maintenance Required
12.4,83.82,3037,286,35.12,60,75,79,Brake System and Lubrication
12.72,80.94,3179,253,31.09,71,72,90,Tyres and Lubrication
12.7,78.09,3200,286,30.29,73,65,87,Motor and Tyres
12.8,76.87,3162,262,33.77,61,75,90,Motor and Tyres
12.33,84.14,2802,263,36.38,74,71,79,Tyres and Lubrication
12.59,75.14,3031,291,33.3,76,63,88,Battery
12.59,83.91,3141,273,35.72,71,67,79,Tyres
12.5,80.67,2859,299,32.72,65,64,80,Tyres
12.83,75.0,2915,260,30.88,71,60,90,Motor and Lubrication
12.32,80.27,3135,287,30.91,69,63,89,Tyres and Brake System
12.28,81.25,3254,269,30.32,77,61,87,Motor and Tyres
12.72,83.36,2841,250,32.6,63,68,81,Battery
12.24,84.73,2816,274,31.96,78,65,80,Tyres
12.8,78.55,3051,266,33.73,66,69,85,Motor and Lubrication
12.69,81.14,2955,288,32.84,60,66,87,Battery
12.58,79.07,3158,280,30.81,80,67,89,No Maintenance Required
12.79,82.64,3220,273,30.83,63,72,90,Motor and Lubrication
12.23,78.44,3095,269,36.29,70,75,79,Tyres
12.49,76.18,3172,266,35.19,65,67,84,Brake System and Lubrication
12.51,76.21,3078,296,34.61,68,71,89,Tyres and Lubrication
12.23,80.94,3113,265,31.82,65,66,78,Motor and Tyres
12.85,83.5,3294,300,32.41,66,67,82,Tyres and Lubrication
12.45,82.22,3059,269,32.66,62,65,89,No Maintenance Required
12.26,81.45,2811,257,35.48,79,74,86,Motor and Tyres
12.4,77.65,3087,284,35.17,80,66,81,Tyres and Brake System
12.56,76.03,3014,260,32.11,64,66,82,Brake System and Lubrication
12.87,80.16,2836,278,32.18,64,63,83,Tyres and Brake System
12.3,81.04,2978,270,31.26,79,62,88,Brake System and Lubrication
12.11,81.93,3091,259,36.29,69,63,88,Motor and Lubrication
12.72,79.39,3099,268,35.92,65,66,90,Tyres
12.23,83.58,3066,294,32.73,60,67,79,Battery
12.88,81.82,2998,274,34.64,69,70,78,Battery
12.32,80.64,2933,288,35.39,61,66,87,Tyres and Brake System
12.3,82.11,3006,274,36.32,72,68,81,No Maintenance Required
12.27,75.51,2897,297,34.28,79,73,89,Motor and Lubrication
12.22,77.67,3185,277,33.9,79,73,83,No Maintenance Required
12.18,80.08,2900,265,36.54,76,66,80,Tyres and Lubrication
12.14,83.25,3277,255,31.7,76,73,86,Tyres and Brake System
12.71,78.88,3134,278,30.49,70,70,80,Tyres
12.52,82.6,3208,282,36.21,62,75,82,Brake System and Lubrication
12.72,75.36,3062,291,33.34,75,64,84,Tyres and Lubrication
12.72,83.05,3030,287,30.87,75,68,88,Tyres and Brake System
12.84,79.16,3197,298,31.17,75,71,82,Motor and Lubrication
12.6,80.49,2914,252,35.22,70,63,85,Motor and Lubrication
12.46,78.72,3006,295,34.36,75,60,87,No Maintenance Required
12.21,76.58,2806,264,35.76,61,63,86,Motor and Tyres
12.71,78.24,3050,295,35.05,80,68,80,Motor and Lubrication
12.32,81.92,3253,273,33.45,67,66,84,Motor and Lubrication
12.78,82.85,3172,259,34.6,79,65,81,Tyres and Lubrication
12.41,84.33,3064,273,36.84,67,70,80,Motor and Tyres
12.5,79.51,3196,273,34.66,64,64,85,Battery
12.22,82.25,3242,297,31.38,77,69,83,Motor and Lubrication
12.51,79.86,2824,289,30.54,62,71,81,Brake System and Lubrication
12.37,77.32,2838,299,36.85,70,72,84,Tyres
12.36,76.3,3111,291,33.48,79,65,85,Brake System and Lubrication
12.44,79.3,3210,263,33.66,79,60,90,Battery
12.34,76.3,3177,271,31.66,65,72,83,Tyres and Lubrication
12.78,83.86,3057,269,30.46,63,70,82,Motor and Tyres
12.87,79.05,3210,292,31.55,62,68,81,Motor and Lubrication
12.83,77.47,2893,250,32.6,79,73,79,Brake System and Lubrication
12.75,78.19,3208,288,30.58,80,66,85,Brake System and Lubrication
12.83,75.08,2990,299,34.51,69,73,90,Tyres
12.26,83.65,3003,277,33.19,74,71,85,Brake System and Lubrication
12.56,82.34,2904,267,32.0,60,68,83,Tyres
12.88,83.47,3203,282,32.47,73,73,90,Motor and Lubrication
12.74,78.26,3099,262,36.99,62,65,79,Battery
12.86,81.29,3141,263,31.61,66,66,79,No Maintenance Required
12.65,84.7,3006,250,33.81,72,60,87,Battery
12.88,82.89,2850,276,31.43,77,62,83,Battery
12.13,77.31,2887,288,32.11,60,62,87,Tyres
12.57,77.23,3098,258,34.22,80,69,84,Tyres and Lubrication
12.47,81.08,2857,283,32.83,75,68,82,Battery
12.51,82.1,2837,280,32.75,61,63,85,Tyres
12.75,83.24,2895,250,32.13,65,65,90,Tyres
12.29,75.42,2918,272,32.28,66,67,81,Motor and Tyres
12.38,84.13,2968,286,32.38,68,71,85,Tyres and Brake System
12.62,75.86,2971,292,31.14,72,70,86,Tyres and Lubrication
12.33,84.58,2967,292,34.19,62,73,89,Tyres
12.81,77.93,3048,251,36.69,66,74,80,Battery
12.39,77.63,3124,267,35.27,77,62,81,Tyres and Lubrication
12.11,83.53,3237,281,34.07,74,67,88,Motor and Tyres
12.59,79.29,2997,275,36.86,79,73,86,Brake System and Lubrication
12.11,76.46,3278,281,31.0,67,61,83,Tyres and Brake System
12.86,75.91,3146,270,30.8,61,65,84,Tyres
12.64,82.38,3041,299,31.21,64,72,87,Motor and Lubrication
12.13,75.42,3182,288,34.52,72,63,86,Tyres and Brake System
12.61,76.28,2922,257,32.72,79,62,80,Tyres and Brake System
12.4,77.32,3099,272,36.85,71,61,89,Tyres and Brake System
12.86,77.79,2958,298,36.37,80,61,87,Tyres
12.19,77.17,2960,254,31.55,78,60,90,Brake System and Lubrication
12.82,75.99,2919,293,33.41,65,71,81,Tyres and Lubrication
12.87,79.63,3193,255,30.63,75,75,79,Tyres and Lubrication
12.11,79.55,3193,258,33.35,70,74,84,Tyres and Brake System
12.81,83.15,3201,280,30.89,73,75,90,Tyres and Brake System
12.6,84.71,3020,260,33.22,61,72,83,Tyres and Brake System
12.24,77.33,3138,254,34.41,76,63,82,Motor and Lubrication
12.87,78.04,3018,276,32.94,70,71,81,Motor and Lubrication
12.12,82.89,3072,269,32.37,69,67,84,Tyres
12.81,78.41,3286,298,33.97,73,67,90,Brake System and Lubrication
12.28,82.59,3001,298,33.26,74,68,89,Tyres and Brake System
12.38,82.2,2997,297,33.47,69,71,78,No Maintenance Required
12.52,83.68,3136,269,33.75,79,75,87,No Maintenance Required
12.58,75.33,2973,297,31.09,69,70,86,Tyres and Brake System
12.37,83.63,2884,252,35.75,80,63,84,Tyres and Lubrication
12.75,83.68,2942,272,32.22,70,60,85,Brake System and Lubrication
12.87,83.0,2862,263,34.63,62,72,83,Motor and Tyres
12.73,81.0,3237,263,34.38,60,66,89,Battery
12.85,83.34,3250,291,34.94,77,63,83,Tyres
12.34,80.69,3299,284,32.33,67,61,81,Tyres and Lubrication
12.83,75.63,2833,261,34.54,71,72,87,Tyres and Lubrication
12.34,82.9,2848,261,34.31,72,68,83,Motor and Tyres
12.45,83.9,3283,259,30.52,63,67,86,Tyres and Brake System
12.37,80.24,3042,258,32.11,77,61,79,Motor and Lubrication
12.12,83.55,2910,291,32.96,60,66,85,Battery
12.35,77.01,2921,277,35.64,73,62,85,Motor and Tyres
12.14,83.51,3189,280,31.93,67,70,81,Tyres and Lubrication
12.11,79.01,3041,300,36.52,66,73,78,Brake System and Lubrication
12.13,79.54,3215,275,34.28,66,71,78,Tyres and Brake System
12.67,81.31,2986,264,36.89,64,66,79,Tyres and Lubrication
12.49,79.57,3198,274,34.37,63,74,80,Brake System and Lubrication
12.86,77.09,2971,271,33.73,64,74,78,Tyres and Brake System
12.17,78.23,3227,261,33.49,64,70,86,Brake System and Lubrication
12.12,82.89,3212,295,32.78,63,67,79,Tyres and Brake System
12.31,83.98,2975,276,35.09,69,69,78,Tyres and Lubrication
12.57,83.03,2898,277,32.2,71,68,79,Motor and Lubrication
12.47,75.6,3243,255,34.06,60,72,81,Battery
12.83,80.79,2909,298,33.78,64,71,81,Battery
12.73,82.47,3262,261,35.17,80,72,90,Brake System and Lubrication
12.87,84.14,2893,274,30.95,78,61,84,Battery
12.53,76.92,3274,265,35.21,68,64,78,Tyres and Brake System
12.43,76.58,3080,255,34.51,62,60,83,Tyres and Brake System
12.62,84.46,2919,272,36.19,72,69,79,No Maintenance Required
12.82,77.5,2993,284,31.69,64,70,85,Motor and Tyres
12.15,83.57,2860,273,30.74,69,68,81,Brake System and Lubrication
12.86,83.63,3243,281,30.1,72,74,90,Brake System and Lubrication
12.47,83.16,3250,295,36.7,76,62,87,Motor and Lubrication
12.38,79.29,3148,284,30.6,66,66,80,Motor and Tyres
12.83,84.16,2939,283,31.52,78,67,78,No Maintenance Required
12.48,82.22,2824,289,32.6,61,68,84,No Maintenance Required
12.46,77.01,2983,271,31.19,74,66,83,Motor and Tyres
12.35,83.62,3144,265,33.42,66,64,79,No Maintenance Required
12.45,80.52,2839,268,30.46,77,65,83,Tyres and Lubrication
12.89,84.39,3138,258,34.79,76,60,87,Brake System and Lubrication
12.66,84.07,3276,280,32.66,68,61,84,Battery
12.16,84.7,3130,255,30.19,68,62,86,Tyres and Brake System
12.18,80.28,3079,264,30.24,77,69,79,Tyres and Brake System
12.86,80.74,3251,274,30.9,60,72,84,Tyres
12.43,77.54,2942,270,36.5,80,61,84,No Maintenance Required
12.71,81.66,2880,287,33.73,78,72,80,Tyres and Lubrication
12.59,76.8,3049,255,31.62,62,65,85,Brake System and Lubrication
12.51,84.92,3026,299,30.81,65,69,78,Motor and Tyres
12.71,78.43,2892,276,36.04,80,72,85,Tyres and Lubrication
12.56,77.19,3221,260,35.06,80,68,90,Tyres and Brake System
12.87,80.3,3044,294,33.62,67,73,82,Tyres
12.19,84.46,2933,272,34.03,63,70,80,Tyres and Lubrication
12.38,77.08,2890,271,36.51,69,65,87,Motor and Lubrication
12.11,76.96,3277,273,34.42,61,70,90,Motor and Lubrication
12.3,78.18,3208,300,30.43,77,69,90,Brake System and Lubrication
12.2,81.12,3249,262,34.66,72,75,85,Motor and Tyres
12.56,77.28,3296,286,32.9,77,67,83,Battery
12.56,76.98,2935,284,33.24,72,74,87,Motor and Tyres
12.77,82.93,3059,269,33.56,80,60,90,No Maintenance Required
12.75,84.45,3039,255,33.28,72,61,85,Tyres
12.28,84.35,3190,299,31.34,77,71,78,No Maintenance Required
12.4,75.68,2834,263,32.42,61,62,88,Motor and Lubrication
12.3,83.6,2865,282,33.08,62,64,82,Tyres
12.34,79.99,2989,282,32.68,78,71,82,Battery
12.53,83.19,2895,300,33.55,67,73,88,Brake System and Lubrication
12.81,75.04,2936,256,33.04,71,75,86,Tyres and Brake System
12.71,82.4,2895,251,34.1,61,67,79,Tyres and Brake System
12.38,75.03,3286,256,33.7,76,65,87,Tyres and Lubrication
12.16,75.77,2923,291,31.91,62,67,88,Brake System and Lubrication
12.25,80.95,2848,271,35.87,79,69,85,Tyres and Lubrication
12.48,78.09,3013,271,34.76,80,67,82,Tyres
12.15,79.11,2977,269,32.36,74,72,82,Tyres and Lubrication
12.32,84.39,3272,295,31.19,78,71,78,Motor and Tyres
12.13,81.44,2923,299,30.55,70,75,86,No Maintenance Required
12.22,77.89,3254,287,32.81,75,62,82,Battery
12.44,81.7,3114,293,31.54,68,74,80,Tyres
12.46,75.44,3080,300,30.65,67,75,81,Battery
12.48,84.57,3130,262,30.04,61,60,80,Motor and Lubrication
12.69,84.89,3095,272,31.02,60,66,88,No Maintenance Required
12.16,84.85,3015,269,32.88,70,74,79,Tyres
12.26,79.46,2817,270,35.25,71,73,83,No Maintenance Required
12.59,79.82,2930,286,32.84,69,73,83,Battery
12.76,82.58,3133,289,34.87,79,66,86,Tyres and Brake System
12.29,78.88,3157,267,33.72,74,62,90,Motor and Lubrication
12.45,84.9,2964,270,30.94,73,61,83,Motor and Lubrication
12.47,81.28,2883,291,31.26,79,67,79,Battery
12.5,75.38,3151,296,36.41,61,74,87,Motor and Lubrication
12.86,83.39,2814,276,36.27,79,64,81,No Maintenance Required
12.46,82.29,3192,295,35.36,80,71,85,Motor and Tyres
12.18,76.51,3004,298,32.76,63,74,89,Tyres
12.83,83.53,3034,257,32.19,62,69,80,Motor and Lubrication
12.78,80.96,2865,256,32.13,69,71,80,Battery
12.32,81.01,3275,251,33.27,79,68,79,Motor and Tyres
12.62,81.52,3087,285,35.27,71,67,88,No Maintenance Required
12.1,78.91,3298,297,30.57,64,70,88,Tyres and Brake System
12.84,78.4,3180,287,30.08,63,68,85,Tyres
12.21,82.01,3081,254,36.94,78,68,78,Tyres
12.51,82.68,3010,280,35.24,80,62,86,Brake System and Lubrication
12.53,83.25,3271,261,32.62,64,64,87,No Maintenance Required
12.41,84.09,3054,268,34.31,78,66,85,Motor and Tyres
12.38,80.69,3226,297,33.54,65,67,88,Tyres
12.19,84.31,3159,284,33.92,75,65,84,Brake System and Lubrication
12.25,78.58,2919,290,36.38,66,65,89,Tyres and Brake System
12.36,78.27,2859,299,31.97,68,75,85,Tyres and Brake System
12.46,79.6,3190,285,35.33,64,68,85,Tyres and Brake System
12.14,82.01,2845,277,34.37,69,74,79,Motor and Lubrication
12.27,75.62,3227,278,36.14,80,73,90,Motor and Lubrication
12.65,78.41,3117,260,31.52,60,74,78,Tyres
12.6,77.2,3077,253,30.91,80,73,88,Tyres and Brake System
12.48,77.41,3158,272,34.45,62,67,90,Tyres
12.88,77.72,3251,269,35.37,70,73,90,Tyres and Brake System
12.28,77.06,3203,295,35.62,67,69,78,Motor and Lubrication
12.6,81.96,2974,256,30.38,73,63,79,No Maintenance Required
12.6,77.35,3283,272,34.9,71,70,89,Tyres
12.23,83.96,2909,263,31.81,60,66,79,Motor and Tyres
12.15,78.37,3077,274,30.74,76,75,80,Tyres
12.74,76.75,3036,264,31.27,63,70,80,Battery
12.11,80.32,3208,266,35.94,69,72,80,No Maintenance Required
12.37,84.42,2836,259,33.32,77,62,90,Battery
12.81,83.3,3177,285,31.38,65,62,79,Tyres
12.85,81.45,2871,279,35.55,66,65,81,Battery
12.6,77.32,2988,256,33.58,63,63,86,Battery
12.39,80.36,3071,289,32.27,66,70,82,Motor and Lubrication
12.2,75.09,2872,270,33.55,80,70,81,Brake System and Lubrication
12.32,75.14,3046,263,34.53,68,74,82,Brake System and Lubrication
12.29,83.94,3155,283,30.53,60,72,81,Brake System and Lubrication
12.18,76.03,2957,250,31.61,66,69,85,Tyres
12.88,77.05,3221,263,36.69,67,68,89,Tyres
12.71,80.35,3122,276,36.29,74,68,86,Brake System and Lubrication
12.87,79.97,3273,285,36.09,60,66,88,Battery
12.53,82.42,2962,273,31.29,78,75,87,Motor and Tyres
12.31,75.79,2906,265,31.55,75,60,88,Brake System and Lubrication
12.44,77.28,3263,251,30.32,78,65,82,Brake System and Lubrication
12.68,84.89,2958,260,34.31,74,65,88,Brake System and Lubrication
12.78,80.15,3078,286,31.86,80,60,82,Tyres and Lubrication
12.1,84.9,2858,267,30.75,71,60,82,Tyres and Brake System
12.34,77.4,2991,259,36.12,64,60,82,Motor and Lubrication
12.31,79.13,3234,278,32.02,70,63,78,Battery
12.5,81.85,2810,285,33.35,64,61,86,Tyres and Brake System
12.59,75.8,2958,279,36.04,69,72,82,Brake System and Lubrication
12.55,78.03,3161,266,34.7,80,69,90,Tyres
12.59,83.88,3286,298,34.17,74,62,81,Motor and Tyres
12.18,81.37,2992,251,30.91,78,75,88,Battery
12.51,82.47,2984,263,31.8,72,75,83,Brake System and Lubrication
12.72,80.53,2986,269,35.65,63,64,84,Tyres and Lubrication
12.29,84.8,3216,284,36.26,69,67,81,Motor and Lubrication
12.17,78.91,3069,298,36.96,64,65,81,Tyres and Brake System
12.42,79.25,3073,251,33.91,68,62,86,Brake System and Lubrication
12.3,80.14,2932,286,32.82,64,65,89,Brake System and Lubrication
12.73,83.56,3266,277,34.3,79,71,85,Brake System and Lubrication
12.88,78.64,3203,280,30.99,70,70,86,Motor and Tyres
12.22,76.72,3022,284,30.22,66,71,90,Tyres and Brake System
12.65,77.47,2992,259,31.2,77,67,83,Motor and Tyres
12.86,82.03,2890,261,30.95,74,67,85,Motor and Tyres
12.5,78.18,2800,259,31.23,64,71,88,Motor and Tyres
12.47,80.72,2833,297,32.61,66,70,89,Tyres and Lubrication
12.15,75.16,3150,300,34.14,69,73,89,Tyres and Brake System
12.79,75.86,3030,253,32.07,61,64,87,Tyres and Lubrication
12.52,83.04,2874,298,35.86,69,74,83,Motor and Tyres
12.37,81.7,2999,262,30.19,74,70,81,Motor and Tyres
12.61,80.77,3055,277,34.06,69,65,80,No Maintenance Required
12.37,82.31,3298,283,34.16,75,73,90,Brake System and Lubrication
12.29,75.83,2944,277,31.73,60,75,86,Battery
12.12,76.28,3197,290,30.33,78,62,83,Motor and Lubrication
12.36,79.43,3201,263,35.38,71,68,84,No Maintenance Required
12.5,77.49,3080,297,35.58,72,70,78,Motor and Tyres
12.81,82.73,3198,263,31.44,76,74,86,Tyres and Lubrication
12.18,82.75,3268,261,30.62,76,70,83,Tyres and Lubrication
12.53,84.58,2991,297,30.99,79,64,87,No Maintenance Required
12.63,77.93,3089,256,30.8,66,70,89,Motor and Lubrication
12.68,76.51,2969,267,32.1,78,73,85,Battery
12.49,76.32,3109,275,34.75,72,64,81,Battery
12.43,76.08,3284,279,31.36,72,72,85,Battery
12.2,80.62,3167,252,36.06,79,75,87,Brake System and Lubrication
12.48,84.27,3106,273,34.43,71,62,88,Tyres and Lubrication
12.58,79.59,3274,292,35.89,79,74,83,No Maintenance Required
12.13,82.92,3266,273,32.08,61,65,90,Battery
12.21,84.56,3066,300,32.6,79,66,80,Battery
12.74,80.19,2836,271,30.23,78,61,78,Tyres and Brake System
12.29,75.22,2829,250,34.41,79,67,87,No Maintenance Required
12.89,79.37,2846,296,36.45,72,69,89,Tyres
12.89,77.69,3068,276,31.16,63,64,89,Battery
12.56,81.9,3134,265,32.76,70,66,79,No Maintenance Required
12.72,76.2,2946,251,36.12,69,75,90,Battery
12.14,75.08,3004,259,30.01,72,71,87,No Maintenance Required
12.77,82.14,2941,271,32.73,68,69,84,No Maintenance Required
12.36,76.95,3237,263,33.13,69,75,80,Tyres and Lubrication
12.43,77.44,3201,300,30.29,63,67,85,Battery
12.84,78.84,2876,251,32.74,75,74,78,Brake System and Lubrication
12.7,75.08,3189,283,32.15,76,70,87,No Maintenance Required
12.7,83.69,2859,265,31.03,73,60,85,Tyres and Lubrication
12.69,80.26,3262,260,33.83,71,72,86,Battery
12.63,82.59,2899,259,35.7,78,72,82,Motor and Tyres
12.42,76.96,2983,292,33.23,70,72,85,Brake System and Lubrication
12.17,78.41,3069,283,31.08,70,62,79,Motor and Lubrication
12.47,79.03,3113,260,31.34,65,70,88,Tyres and Brake System
12.67,82.45,3210,298,32.62,66,72,79,Motor and Tyres
12.82,78.7,3045,260,34.83,62,75,84,Brake System and Lubrication
12.86,76.99,3003,270,33.11,70,61,86,Tyres and Brake System
12.17,81.79,3041,274,31.55,78,67,81,Brake System and Lubrication
12.41,79.99,2956,289,36.02,68,75,78,Tyres and Brake System
12.84,78.09,2917,265,34.19,77,65,82,Tyres and Brake System
12.49,75.82,3268,257,30.31,60,74,81,No Maintenance Required
12.82,84.32,3279,286,33.81,71,60,84,Motor and Lubrication
12.32,75.12,3212,280,36.62,72,71,83,No Maintenance Required
12.26,79.87,2988,278,31.62,70,69,81,Battery
12.39,76.07,3284,276,33.48,72,69,82,Tyres and Brake System
12.54,80.2,2812,262,33.25,69,66,81,Battery
12.74,79.33,3046,253,30.3,71,71,81,Tyres and Lubrication
12.11,76.08,2868,281,34.56,66,61,86,Motor and Tyres
12.47,84.33,3059,291,34.36,75,61,85,Motor and Lubrication
12.43,80.81,2923,257,36.83,73,63,81,Brake System and Lubrication
12.89,83.83,2979,288,33.75,77,69,89,Motor and Tyres
12.7,82.71,3020,259,31.39,69,71,84,Brake System and Lubrication
12.54,82.63,2947,292,31.03,60,66,84,Tyres and Lubrication
12.82,83.49,2986,279,32.0,74,68,83,Brake System and Lubrication
12.21,80.53,3272,272,34.18,74,63,78,Motor and Lubrication
12.38,79.54,3241,299,31.23,71,73,88,Tyres and Lubrication
12.57,82.35,3070,259,33.38,75,67,88,Tyres
12.14,84.31,2882,255,30.75,80,65,86,Battery
12.72,77.19,3178,257,31.76,65,62,90,No Maintenance Required
12.47,83.12,3110,300,30.37,79,71,78,Tyres
12.8,83.18,3070,278,36.61,68,64,78,Motor and Tyres
12.38,81.45,2909,286,34.13,74,74,87,Tyres and Brake System
12.11,77.32,2901,296,34.4,78,70,84,No Maintenance Required
12.8,80.6,2892,257,30.09,67,73,89,Motor and Lubrication
12.17,79.62,3176,254,36.68,65,69,86,Tyres and Brake System
12.32,75.75,3133,282,31.67,67,63,84,Battery
12.55,83.02,2995,289,33.87,72,73,87,Tyres
12.68,76.81,2822,259,30.61,73,71,84,Battery
12.55,84.99,3020,266,36.26,77,69,86,Brake System and Lubrication
12.34,81.98,2934,265,34.08,66,72,86,Motor and Tyres
12.48,83.35,3155,288,35.87,71,63,86,Motor and Lubrication
12.8,77.57,2923,257,31.45,63,63,83,Tyres and Brake System
12.57,79.18,3101,271,31.69,68,62,82,Brake System and Lubrication
12.14,80.27,2805,256,31.8,78,75,85,No Maintenance Required
12.69,84.84,2936,292,30.57,67,62,82,Brake System and Lubrication
12.42,78.34,3045,296,35.03,64,61,87,Battery
12.66,82.59,3291,280,30.05,79,62,78,Tyres and Lubrication
12.78,84.4,3171,268,35.62,64,67,80,Tyres and Lubrication
12.57,84.21,2930,299,34.86,76,68,82,Tyres and Lubrication
12.12,77.33,2935,256,30.09,79,67,81,Tyres and Lubrication
12.72,80.04,3115,268,36.46,67,61,89,Battery
12.52,80.68,2828,261,32.89,63,60,90,Motor and Tyres
12.7,83.19,3126,267,32.73,75,62,88,No Maintenance Required
12.28,76.76,3181,263,36.84,68,63,89,Tyres and Brake System
12.75,82.17,2898,262,31.22,62,71,79,Tyres
12.59,77.13,2861,252,34.74,69,74,90,Motor and Tyres
12.6,77.49,3274,250,33.66,63,74,79,Motor and Lubrication
12.78,84.36,3009,272,31.56,77,70,79,Tyres
12.82,84.7,3146,262,34.61,60,71,87,Tyres and Brake System
12.26,77.43,2922,254,30.25,61,66,83,No Maintenance Required
12.88,75.97,2951,255,33.83,75,73,84,Tyres and Brake System
12.84,79.79,3169,263,35.53,65,71,82,Tyres and Brake System
12.42,81.82,3142,290,35.71,72,65,83,Brake System and Lubrication
12.37,79.26,3158,264,34.46,66,63,80,Tyres and Lubrication
12.13,81.86,2863,250,35.45,80,60,88,Battery
12.71,84.73,3085,283,30.2,66,65,82,Motor and Tyres
12.11,75.59,2962,270,34.23,78,68,85,Tyres
12.89,77.08,3243,294,30.49,69,72,87,Motor and Lubrication
12.69,77.09,3077,290,35.67,63,63,88,Brake System and Lubrication
12.54,79.8,3065,266,31.44,69,60,83,Tyres
12.26,84.51,2915,294,35.01,72,63,89,Motor and Lubrication
12.74,77.25,3282,286,35.85,73,68,88,Tyres
12.27,78.35,2887,263,33.84,64,71,90,Tyres
12.71,76.06,3020,270,35.06,75,62,80,Tyres and Brake System
12.16,78.95,3258,262,36.06,68,71,89,Tyres and Lubrication
12.51,78.29,2864,292,36.92,77,62,85,Battery
12.79,76.13,3166,284,34.04,77,71,78,Battery
12.28,78.99,2961,251,32.85,65,60,84,Tyres
12.43,77.98,3292,294,34.23,60,61,79,Battery
12.19,75.11,2865,269,32.75,79,67,81,Battery
12.17,82.78,3074,296,31.46,69,75,84,Motor and Lubrication
12.36,82.73,2852,260,36.0,67,75,81,Tyres and Brake System
12.71,81.65,3023,297,32.42,63,66,89,No Maintenance Required
12.15,82.21,2860,286,31.65,62,62,82,Motor and Lubrication
12.55,75.0,3096,268,34.51,76,65,79,No Maintenance Required
12.27,77.98,3005,276,31.33,72,72,89,Tyres and Brake System
12.49,83.4,3146,259,31.53,70,67,85,Battery
12.1,75.05,3017,264,34.84,63,70,81,Motor and Tyres
12.44,77.14,2839,271,33.78,62,67,85,No Maintenance Required
12.32,83.86,3052,279,30.63,74,71,80,No Maintenance Required
12.58,84.11,2833,268,31.0,65,66,84,Motor and Tyres
12.75,83.04,2929,270,33.2,79,73,81,Battery
12.18,83.85,2923,286,30.53,62,75,80,Tyres and Lubrication
12.87,79.38,3237,286,31.15,73,60,78,Battery
12.61,81.24,2882,261,33.18,64,70,79,Motor and Tyres
12.69,82.22,2989,253,33.46,76,72,82,Tyres
12.51,84.76,3169,261,31.82,73,64,83,Tyres and Lubrication
12.62,84.92,3208,252,36.24,72,71,84,Battery
12.64,76.43,3163,250,32.82,69,71,82,Tyres
12.14,83.44,3094,271,33.95,72,74,83,Brake System and Lubrication
12.5,84.86,3069,270,33.09,69,74,81,Tyres and Lubrication
12.18,79.75,3046,269,31.0,63,64,83,Tyres and Brake System
12.15,82.73,2997,270,33.81,61,60,83,Brake System and Lubrication
12.18,79.07,3013,252,35.91,80,73,84,Tyres
12.87,76.69,2946,271,32.4,77,65,85,Motor and Lubrication
12.82,75.4,2876,258,36.62,62,69,84,Battery
12.85,79.47,3250,259,30.64,62,65,83,Tyres and Lubrication
12.79,82.25,2925,288,36.59,61,73,86,Tyres
12.84,82.89,3207,282,36.2,78,75,80,Brake System and Lubrication
12.17,83.74,3014,277,35.14,80,62,79,Motor and Lubrication
12.31,77.74,3203,283,35.9,72,61,85,Tyres
12.57,76.67,3052,262,31.13,60,68,88,Tyres
12.55,76.7,2943,250,33.98,77,70,90,Brake System and Lubrication
12.53,81.9,3102,259,34.61,79,63,81,Brake System and Lubrication
12.12,80.97,2970,250,31.55,63,70,78,Motor and Tyres
12.26,79.48,3251,273,34.68,61,68,87,Tyres and Brake System
12.79,82.9,2904,282,30.84,65,73,90,Tyres
12.16,84.09,3207,256,32.58,63,75,84,Brake System and Lubrication
12.28,77.13,2823,262,33.1,71,63,82,Motor and Tyres
12.67,76.33,2961,251,36.23,73,70,80,Brake System and Lubrication
12.54,83.38,2892,254,30.6,72,68,89,Motor and Lubrication
12.76,83.06,3202,272,36.8,69,75,79,Battery
12.51,79.38,3179,286,34.71,70,73,88,Motor and Lubrication
